,city,company,date,price
31,CTU,YZ,2020-03-25,367
32,PEK,XX,2020-03-25,492
33,WUH,BB,2020-03-25,519
34,WUH,YZ,2020-03-25,522
35,CTU,XX,2020-03-26,442
36,CTU,XX,2020-03-26,305
37,PEK,XX,2020-03-26,347
38,WUH,BB,2020-03-26,331
39,CTU,XX,2020-03-28,325
40,CTU,YZ,2020-03-29,490
41,PEK,XX,2020-03-29,466
42,CTU,YZ,2020-03-30,483
43,PEK,BB,2020-03-30,360
44,WUH,YZ,2020-03-30,338
45,CAN,XX,2020-03-31,493
46,CTU,XX,2020-03-31,528
47,WUH,AB,2020-03-31,513
48,WUH,XX,2020-03-31,591
49,WUH,XX,2020-03-31,369
50,WUH,YZ,2020-03-31,524
51,CAN,BB,2020-04-01,559
52,CAN,YZ,2020-04-01,430
53,CTU,AB,2020-04-01,304
54,CTU,BB,2020-04-01,413
55,CAN,XX,2020-04-02,373
56,CAN,XX,2020-04-02,415
57,CAN,XX,2020-04-03,561
58,CTU,BB,2020-04-03,359
59,CAN,YZ,2020-04-04,458
60,CTU,BB,2020-04-04,496
61,PEK,BB,2020-04-04,319
62,WUH,YZ,2020-04-04,450
63,WUH,YZ,2020-04-04,504
64,CTU,XX,2020-04-05,509
65,PEK,AB,2020-04-05,437
66,WUH,BB,2020-04-05,475
67,WUH,XX,2020-04-05,586
68,CAN,XX,2020-04-06,312
69,CTU,AB,2020-04-06,422
70,CTU,BB,2020-04-06,393
71,PEK,XX,2020-04-06,434
72,PEK,XX,2020-04-06,564
73,WUH,AB,2020-04-06,516
74,WUH,XX,2020-04-06,513
75,WUH,YZ,2020-04-06,320
76,CAN,BB,2020-04-07,560
77,CTU,BB,2020-04-07,393
78,PEK,AB,2020-04-07,469
79,WUH,XX,2020-04-07,552
80,CAN,AB,2020-04-08,359
81,CAN,YZ,2020-04-08,455
82,PEK,YZ,2020-04-08,456
83,WUH,XX,2020-04-08,323
84,WUH,XX,2020-04-08,417
85,CAN,AB,2020-04-09,512
86,CTU,BB,2020-04-09,308
87,CAN,AB,2020-04-10,443
88,CAN,AB,2020-04-10,487
89,PEK,XX,2020-04-10,584
90,WUH,AB,2020-04-10,381
91,CAN,BB,2020-04-11,334
92,CTU,AB,2020-04-11,534
93,PEK,AB,2020-04-11,419
94,WUH,BB,2020-04-11,535
95,PEK,YZ,2020-04-12,321
96,CAN,BB,2020-04-13,332
97,CAN,XX,2020-04-13,305
98,CAN,YZ,2020-04-13,351
99,CTU,BB,2020-04-13,553
0,CAN,XX,2020-03-15,406
1,CAN,YZ,2020-03-15,571
2,CAN,YZ,2020-03-15,570
3,CTU,AB,2020-03-15,513
4,CTU,BB,2020-03-15,398
5,WUH,YZ,2020-03-15,520
6,CAN,YZ,2020-03-16,341
7,CTU,BB,2020-03-16,301
8,CTU,XX,2020-03-16,451
9,PEK,XX,2020-03-16,428
10,PEK,AB,2020-03-17,444
11,CTU,XX,2020-03-18,489
12,PEK,AB,2020-03-18,513
13,PEK,YZ,2020-03-18,517
14,WUH,YZ,2020-03-18,447
15,PEK,AB,2020-03-19,345
16,PEK,BB,2020-03-19,406
17,CAN,AB,2020-03-20,556
18,CTU,XX,2020-03-20,440
19,PEK,XX,2020-03-20,423
20,CAN,YZ,2020-03-21,368
21,CTU,XX,2020-03-21,444
22,CTU,YZ,2020-03-21,539
23,CAN,AB,2020-03-22,478
24,CAN,YZ,2020-03-22,477
25,CTU,AB,2020-03-22,413
26,PEK,AB,2020-03-22,432
27,CAN,XX,2020-03-23,379
28,CAN,XX,2020-03-23,394
29,CTU,AB,2020-03-23,397
30,PEK,BB,2020-03-23,439
31,PEK,YZ,2020-03-23,471
32,WUH,BB,2020-03-24,304
33,PEK,AB,2020-03-25,520
34,WUH,BB,2020-03-25,541
35,WUH,XX,2020-03-25,497
36,WUH,AB,2020-03-26,425
37,WUH,AB,2020-03-26,519
38,WUH,BB,2020-03-26,361
39,CAN,XX,2020-03-27,503
40,CTU,AB,2020-03-27,556
41,PEK,YZ,2020-03-27,512
42,WUH,XX,2020-03-27,334
43,CAN,BB,2020-03-28,361
44,CAN,BB,2020-03-28,392
45,CTU,XX,2020-03-28,381
46,CTU,XX,2020-03-28,305
47,CTU,AB,2020-03-29,388
48,CTU,AB,2020-03-29,374
49,PEK,BB,2020-03-29,415
50,PEK,BB,2020-03-29,581
51,CAN,XX,2020-03-30,472
52,WUH,YZ,2020-03-30,358
53,CTU,XX,2020-03-31,305
54,PEK,AB,2020-03-31,321
55,CAN,AB,2020-04-01,385
56,CAN,AB,2020-04-01,523
57,CTU,AB,2020-04-01,499
58,CTU,AB,2020-04-02,483
59,CTU,AB,2020-04-02,387
60,PEK,BB,2020-04-02,470
61,WUH,YZ,2020-04-02,577
62,CAN,AB,2020-04-03,506
63,CAN,BB,2020-04-03,356
64,CAN,XX,2020-04-03,484
65,CTU,AB,2020-04-03,575
66,PEK,XX,2020-04-03,436
67,PEK,YZ,2020-04-03,533
68,WUH,XX,2020-04-03,317
69,CAN,XX,2020-04-04,555
70,CTU,XX,2020-04-04,515
71,CTU,YZ,2020-04-04,412
72,PEK,BB,2020-04-04,341
73,WUH,BB,2020-04-04,599
74,WUH,XX,2020-04-04,413
75,CAN,BB,2020-04-05,406
76,CAN,YZ,2020-04-05,405
77,CTU,BB,2020-04-05,516
78,PEK,AB,2020-04-05,323
79,CAN,YZ,2020-04-06,402
80,PEK,XX,2020-04-06,467
81,PEK,BB,2020-04-07,385
82,CAN,XX,2020-04-09,466
83,CAN,YZ,2020-04-09,304
84,WUH,AB,2020-04-09,321
85,WUH,AB,2020-04-09,325
86,PEK,YZ,2020-04-10,465
87,WUH,YZ,2020-04-10,357
88,CAN,BB,2020-04-11,377
89,CTU,AB,2020-04-11,529
90,CTU,AB,2020-04-11,396
91,WUH,AB,2020-04-11,361
92,CTU,AB,2020-04-12,552
93,CTU,AB,2020-04-12,306
94,CTU,BB,2020-04-12,414
95,WUH,XX,2020-04-12,548
96,WUH,XX,2020-04-12,338
97,CAN,YZ,2020-04-13,372
98,CTU,BB,2020-04-13,560
99,WUH,YZ,2020-04-13,318
0,CAN,YZ,2020-03-15,537
1,CTU,XX,2020-03-15,453
2,PEK,BB,2020-03-15,451
3,CAN,BB,2020-03-16,492
4,CAN,YZ,2020-03-16,308
5,CAN,XX,2020-03-17,546
6,CTU,AB,2020-03-17,514
7,CTU,YZ,2020-03-17,515
8,PEK,BB,2020-03-17,338
9,CAN,BB,2020-03-18,422
10,CAN,YZ,2020-03-18,480
11,CTU,AB,2020-03-18,341
12,CTU,XX,2020-03-18,395
13,CTU,YZ,2020-03-18,468
14,PEK,XX,2020-03-18,339
15,PEK,YZ,2020-03-18,387
16,PEK,YZ,2020-03-18,301
17,WUH,BB,2020-03-18,566
18,WUH,XX,2020-03-18,380
19,WUH,BB,2020-03-19,567
20,WUH,AB,2020-03-20,496
21,WUH,YZ,2020-03-20,548
22,PEK,YZ,2020-03-21,517
23,WUH,YZ,2020-03-21,463
24,CAN,XX,2020-03-22,327
25,PEK,AB,2020-03-22,346
26,PEK,XX,2020-03-22,572
27,WUH,YZ,2020-03-22,305
28,CAN,BB,2020-03-23,479
29,CAN,YZ,2020-03-23,543
30,CTU,BB,2020-03-23,460
31,PEK,BB,2020-03-23,381
32,WUH,BB,2020-03-23,499
33,CAN,BB,2020-03-24,367
34,CAN,YZ,2020-03-24,337
35,CTU,AB,2020-03-24,433
36,CTU,BB,2020-03-24,496
37,PEK,BB,2020-03-24,322
38,WUH,AB,2020-03-24,555
39,WUH,BB,2020-03-24,367
40,CAN,BB,2020-03-25,540
41,CTU,AB,2020-03-25,571
42,CTU,BB,2020-03-26,557
43,CTU,BB,2020-03-26,537
44,WUH,XX,2020-03-26,397
45,PEK,BB,2020-03-27,335
46,WUH,BB,2020-03-27,593
47,CTU,AB,2020-03-28,357
48,CTU,YZ,2020-03-28,391
49,CTU,YZ,2020-03-28,471
50,CTU,BB,2020-03-29,321
51,PEK,XX,2020-03-29,500
52,PEK,XX,2020-03-30,424
53,PEK,BB,2020-03-31,467
54,CTU,XX,2020-04-01,507
55,WUH,BB,2020-04-01,370
56,WUH,BB,2020-04-01,322
57,WUH,YZ,2020-04-01,406
58,CTU,BB,2020-04-02,493
59,CTU,XX,2020-04-02,408
60,WUH,AB,2020-04-02,303
61,WUH,YZ,2020-04-02,332
62,CAN,YZ,2020-04-03,587
63,PEK,BB,2020-04-04,333
64,WUH,BB,2020-04-04,592
65,WUH,YZ,2020-04-04,504
66,WUH,YZ,2020-04-04,361
67,CAN,YZ,2020-04-05,370
68,PEK,XX,2020-04-05,336
69,WUH,BB,2020-04-05,401
70,CAN,AB,2020-04-06,414
71,PEK,YZ,2020-04-06,359
72,WUH,AB,2020-04-06,495
73,CAN,AB,2020-04-07,532
74,PEK,AB,2020-04-07,561
75,CAN,AB,2020-04-08,368
76,CTU,XX,2020-04-08,539
77,PEK,BB,2020-04-08,325
78,WUH,BB,2020-04-08,327
79,CTU,AB,2020-04-09,357
80,CTU,XX,2020-04-09,548
81,CTU,XX,2020-04-09,343
82,WUH,AB,2020-04-09,311
83,WUH,YZ,2020-04-09,544
84,WUH,XX,2020-04-10,342
85,WUH,XX,2020-04-10,445
86,WUH,YZ,2020-04-10,382
87,WUH,YZ,2020-04-10,540
88,PEK,YZ,2020-04-11,415
89,WUH,BB,2020-04-11,518
90,WUH,YZ,2020-04-11,333
91,CAN,AB,2020-04-12,312
92,CTU,YZ,2020-04-12,527
93,PEK,AB,2020-04-12,394
94,PEK,XX,2020-04-12,567
95,PEK,YZ,2020-04-12,530
96,WUH,BB,2020-04-12,532
97,WUH,XX,2020-04-12,449
98,CTU,AB,2020-04-13,454
99,WUH,BB,2020-04-13,334
0,CTU,BB,2020-03-15,453
1,PEK,BB,2020-03-15,560
2,WUH,AB,2020-03-15,406
3,WUH,XX,2020-03-15,393
4,CTU,YZ,2020-03-16,482
5,WUH,YZ,2020-03-16,536
6,CAN,AB,2020-03-17,512
7,CAN,XX,2020-03-17,548
8,PEK,XX,2020-03-17,561
9,WUH,BB,2020-03-17,549
10,CAN,BB,2020-03-18,333
11,CAN,XX,2020-03-18,386
12,CTU,AB,2020-03-18,593
13,CTU,AB,2020-03-18,382
14,PEK,BB,2020-03-18,341
15,WUH,AB,2020-03-18,405
16,WUH,AB,2020-03-18,412
17,CAN,BB,2020-03-19,558
18,CTU,BB,2020-03-19,423
19,PEK,YZ,2020-03-19,585
20,CAN,AB,2020-03-20,388
21,CAN,XX,2020-03-20,598
22,PEK,XX,2020-03-20,428
23,CAN,BB,2020-03-21,301
24,WUH,AB,2020-03-21,385
25,CTU,BB,2020-03-22,311
26,PEK,BB,2020-03-22,300
27,WUH,AB,2020-03-22,431
28,CTU,BB,2020-03-24,300
29,CTU,BB,2020-03-24,510
30,PEK,XX,2020-03-24,361
31,PEK,YZ,2020-03-24,326
32,WUH,YZ,2020-03-24,456
33,PEK,YZ,2020-03-25,347
34,WUH,BB,2020-03-25,593
35,CAN,YZ,2020-03-26,434
36,CTU,XX,2020-03-26,577
37,PEK,YZ,2020-03-26,384
38,WUH,YZ,2020-03-26,574
39,CAN,YZ,2020-03-28,400
40,CTU,AB,2020-03-28,414
41,CTU,XX,2020-03-28,570
42,PEK,AB,2020-03-28,422
43,PEK,BB,2020-03-28,301
44,PEK,XX,2020-03-28,502
45,PEK,XX,2020-03-28,348
46,CAN,YZ,2020-03-29,342
47,CTU,AB,2020-03-30,411
48,CTU,YZ,2020-03-30,330
49,WUH,BB,2020-03-30,390
50,CAN,YZ,2020-03-31,315
51,PEK,YZ,2020-03-31,346
52,CAN,BB,2020-04-01,382
53,PEK,AB,2020-04-01,540
54,PEK,AB,2020-04-01,329
55,WUH,BB,2020-04-01,451
56,CAN,AB,2020-04-02,428
57,CTU,BB,2020-04-02,312
58,CAN,XX,2020-04-03,572
59,CTU,YZ,2020-04-03,365
60,CAN,BB,2020-04-04,388
61,CTU,BB,2020-04-04,381
62,PEK,BB,2020-04-04,305
63,WUH,YZ,2020-04-04,333
64,CAN,YZ,2020-04-05,388
65,CTU,YZ,2020-04-05,456
66,PEK,YZ,2020-04-05,354
67,PEK,YZ,2020-04-05,558
68,WUH,BB,2020-04-05,373
69,WUH,YZ,2020-04-05,537
70,CTU,BB,2020-04-06,495
71,WUH,BB,2020-04-06,404
72,WUH,BB,2020-04-06,309
73,WUH,XX,2020-04-06,560
74,WUH,XX,2020-04-06,345
75,CAN,YZ,2020-04-07,561
76,CTU,XX,2020-04-08,364
77,CTU,XX,2020-04-08,566
78,CTU,YZ,2020-04-08,392
79,PEK,AB,2020-04-08,575
80,WUH,BB,2020-04-08,559
81,WUH,YZ,2020-04-08,581
82,PEK,BB,2020-04-09,304
83,PEK,XX,2020-04-09,336
84,WUH,XX,2020-04-09,317
85,WUH,XX,2020-04-09,315
86,CTU,XX,2020-04-10,362
87,CTU,YZ,2020-04-10,344
88,PEK,XX,2020-04-10,509
89,CAN,YZ,2020-04-11,376
90,WUH,BB,2020-04-11,321
91,CAN,AB,2020-04-12,442
92,CTU,AB,2020-04-12,516
93,CTU,AB,2020-04-12,459
94,CTU,XX,2020-04-12,529
95,PEK,BB,2020-04-12,430
96,PEK,XX,2020-04-12,595
97,PEK,AB,2020-04-13,396
98,WUH,YZ,2020-04-13,531
99,WUH,YZ,2020-04-13,419
0,CAN,AB,2020-03-15,537
1,PEK,XX,2020-03-15,536
2,WUH,AB,2020-03-15,578
3,WUH,BB,2020-03-15,316
4,CAN,BB,2020-03-16,511
5,CTU,YZ,2020-03-16,542
6,PEK,YZ,2020-03-16,536
7,CAN,XX,2020-03-17,499
8,CTU,AB,2020-03-17,377
9,CTU,BB,2020-03-17,534
10,PEK,BB,2020-03-17,382
11,WUH,AB,2020-03-17,457
12,CAN,YZ,2020-03-18,376
13,WUH,XX,2020-03-18,566
14,WUH,YZ,2020-03-18,441
15,CAN,BB,2020-03-19,324
16,CAN,BB,2020-03-19,383
17,CAN,YZ,2020-03-19,585
18,PEK,XX,2020-03-19,477
19,WUH,AB,2020-03-19,351
20,WUH,BB,2020-03-19,595
21,CTU,AB,2020-03-20,467
22,CTU,XX,2020-03-20,388
23,CAN,AB,2020-03-21,417
24,CAN,AB,2020-03-21,472
25,CAN,YZ,2020-03-21,516
26,CTU,AB,2020-03-21,471
27,PEK,AB,2020-03-21,483
28,PEK,YZ,2020-03-21,471
29,CAN,XX,2020-03-22,533
30,CTU,YZ,2020-03-22,455
31,PEK,AB,2020-03-22,597
32,WUH,AB,2020-03-22,481
33,WUH,AB,2020-03-22,518
34,WUH,AB,2020-03-23,571
35,WUH,BB,2020-03-23,316
36,CAN,YZ,2020-03-24,555
37,PEK,BB,2020-03-24,463
38,PEK,AB,2020-03-25,495
39,CAN,YZ,2020-03-26,415
40,WUH,BB,2020-03-26,430
41,CAN,BB,2020-03-28,377
42,PEK,AB,2020-03-28,568
43,WUH,XX,2020-03-28,558
44,CAN,AB,2020-03-29,568
45,CTU,BB,2020-03-29,416
46,PEK,BB,2020-03-29,504
47,PEK,AB,2020-03-30,430
48,PEK,YZ,2020-03-30,419
49,CTU,AB,2020-03-31,330
50,PEK,AB,2020-03-31,336
51,PEK,BB,2020-03-31,495
52,CAN,AB,2020-04-01,537
53,CAN,XX,2020-04-01,389
54,CTU,YZ,2020-04-01,370
55,PEK,AB,2020-04-01,494
56,PEK,XX,2020-04-01,328
57,PEK,XX,2020-04-01,353
58,WUH,XX,2020-04-01,532
59,CAN,AB,2020-04-02,368
60,CAN,YZ,2020-04-02,362
61,CAN,BB,2020-04-03,412
62,PEK,XX,2020-04-03,307
63,PEK,YZ,2020-04-03,400
64,WUH,XX,2020-04-03,535
65,WUH,XX,2020-04-03,364
66,CAN,AB,2020-04-04,348
67,CTU,YZ,2020-04-04,374
68,PEK,AB,2020-04-04,398
69,WUH,YZ,2020-04-04,552
70,CAN,BB,2020-04-05,395
71,PEK,YZ,2020-04-05,344
72,PEK,BB,2020-04-06,430
73,PEK,XX,2020-04-06,437
74,WUH,YZ,2020-04-06,436
75,PEK,AB,2020-04-07,496
76,PEK,YZ,2020-04-07,330
77,PEK,YZ,2020-04-08,562
78,WUH,AB,2020-04-08,384
79,WUH,BB,2020-04-08,587
80,WUH,XX,2020-04-08,505
81,CAN,BB,2020-04-09,301
82,CAN,YZ,2020-04-09,337
83,CTU,YZ,2020-04-09,517
84,WUH,BB,2020-04-09,500
85,CAN,YZ,2020-04-10,476
86,PEK,XX,2020-04-10,514
87,WUH,YZ,2020-04-10,393
88,CTU,BB,2020-04-11,446
89,PEK,XX,2020-04-11,348
90,PEK,XX,2020-04-11,306
91,CAN,XX,2020-04-12,312
92,CTU,AB,2020-04-12,569
93,PEK,BB,2020-04-12,539
94,WUH,AB,2020-04-12,566
95,WUH,YZ,2020-04-12,329
96,CAN,BB,2020-04-13,572
97,CTU,BB,2020-04-13,381
98,CTU,YZ,2020-04-13,348
99,PEK,YZ,2020-04-13,553
